date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),adjusted_stage(cm),estimated_discharge(cms),water_temperature(deg_C),discharge_flag
2021-08-12 21:30:00,81.50352,81.50352,82.21852687813022,0.39397026811861635,20.2,0
2021-08-12 22:00:00,81.56448,81.56448,82.27948687813023,0.39762459659484783,20.4,0
2021-08-12 22:30:00,81.56448,81.56448,82.27948687813023,0.39762459659484783,20.6,0
2021-08-12 23:00:00,81.56448,81.56448,82.27948687813023,0.39762459659484783,20.4,0
2021-08-12 23:30:00,81.56448,81.56448,82.27948687813023,0.39762459659484783,20.2,0
2021-08-13 00:00:00,81.53399999999999,81.53399999999999,82.24900687813022,0.39579563857065114,20.2,0
2021-08-13 00:30:00,81.59496,81.59496,82.30996687813023,0.3994571397216708,20.2,0
2021-08-13 01:00:00,81.62544,81.62544,82.34044687813022,0.40129326548980515,20.0,0
2021-08-13 01:30:00,81.6864,81.6864,82.40140687813023,0.4049762551455479,19.7,0
2021-08-13 02:00:00,81.6864,81.6864,82.40140687813023,0.4049762551455479,19.3,0
2021-08-13 02:30:00,81.6864,81.6864,82.40140687813023,0.4049762551455479,19.0,0
2021-08-13 03:00:00,81.71688,81.71688,82.43188687813023,0.40682311415118055,18.7,0
2021-08-13 03:30:00,81.71688,81.71688,82.43188687813023,0.40682311415118055,18.3,0
2021-08-13 04:00:00,81.6864,81.6864,82.40140687813023,0.4049762551455479,17.9,0
2021-08-13 04:30:00,81.71688,81.71688,82.43188687813023,0.40682311415118055,17.6,0
2021-08-13 05:00:00,81.71688,81.71688,82.43188687813023,0.40682311415118055,17.2,0
2021-08-13 05:30:00,81.6864,81.6864,82.40140687813023,0.4049762551455479,16.9,0
2021-08-13 06:00:00,81.62544,81.62544,82.34044687813022,0.40129326548980515,16.6,0
2021-08-13 06:30:00,81.59496,81.59496,82.30996687813023,0.3994571397216708,16.3,0
2021-08-13 07:00:00,81.53399999999999,81.53399999999999,82.24900687813022,0.39579563857065114,16.0,0
2021-08-13 07:30:00,81.44256,81.44256,82.15756687813023,0.39033029985055945,15.7,0
2021-08-13 08:00:00,81.41207999999999,81.41207999999999,82.12708687813021,0.3885157070151453,15.5,0
