date_time(UTC:PDT+7),vented_pressure(cm),water_temperature(deg_C),discharge_flag
2021-10-07 21:00:00,22.64664,6.633,4
2021-10-07 21:30:00,22.64664,6.959,4
2021-10-07 22:00:00,22.61616,7.094,4
2021-10-07 22:30:00,22.64664,7.255,4
2021-10-07 23:00:00,22.64664,7.362,4
2021-10-07 23:30:00,22.64664,7.454,4
2021-10-08 00:00:00,22.67712,7.578,4
2021-10-08 00:30:00,22.58568,7.601,4
2021-10-08 01:00:00,22.61616,7.625,4
2021-10-08 01:30:00,22.61616,7.614,4
2021-10-08 02:00:00,22.61616,7.584,4
2021-10-08 02:30:00,22.61616,7.514,4
2021-10-08 03:00:00,22.58568,7.426,4
2021-10-08 03:30:00,22.58568,7.304,4
2021-10-08 04:00:00,22.58568,7.16,4
2021-10-08 04:30:00,22.58568,6.986,4
2021-10-08 05:00:00,22.58568,6.815,4
2021-10-08 05:30:00,22.58568,6.614,4
2021-10-08 06:00:00,22.58568,6.412,4
2021-10-08 06:30:00,22.58568,6.202,4
2021-10-08 07:00:00,22.58568,5.991,4
2021-10-08 07:30:00,22.58568,5.779,4
2021-10-08 08:00:00,22.5552,5.566,4
2021-10-08 08:30:00,22.58568,5.371,4
2021-10-08 09:00:00,22.5552,5.192,4
2021-10-08 09:30:00,22.5552,5.016,4
2021-10-08 10:00:00,22.5552,4.883,4
2021-10-08 10:30:00,22.5552,4.748,4
2021-10-08 11:00:00,22.5552,4.631,4
2021-10-08 11:30:00,22.58568,4.486,4
2021-10-08 12:00:00,22.61616,4.381,4
2021-10-08 12:30:00,22.61616,4.268,4
2021-10-08 13:00:00,22.61616,4.166,4
2021-10-08 13:30:00,22.61616,4.096,4
2021-10-08 14:00:00,22.73808,3.859,4
2021-10-08 14:30:00,22.86,3.658,4
2021-10-08 15:00:00,22.95144,3.518,4
2021-10-08 15:30:00,23.0124,3.089,4
2021-10-08 16:00:00,23.07336,2.827,4
2021-10-08 16:30:00,23.07336,2.831,4
2021-10-08 17:00:00,23.07336,2.755,4
2021-10-08 17:30:00,23.1648,2.76,4
2021-10-08 18:00:00,23.28672,2.743,4
2021-10-08 18:30:00,23.43912,2.732,4
2021-10-08 19:00:00,23.53056,2.747,4
2021-10-08 19:30:00,23.53056,2.735,4
2021-10-08 20:00:00,23.622,3.028,4
2021-10-08 20:30:00,23.713440000000002,3.361,4
2021-10-08 21:00:00,23.83536,3.727,4
2021-10-08 21:30:00,23.95728,4.172,4
2021-10-08 22:00:00,24.048720000000003,4.602,4
2021-10-08 22:30:00,24.048720000000003,4.872,4
2021-10-08 23:00:00,24.018240000000002,5.133,4
2021-10-08 23:30:00,24.048720000000003,5.362,4
2021-10-09 00:00:00,23.98776,5.55,4
2021-10-09 00:30:00,23.865840000000002,5.684,4
2021-10-09 01:00:00,23.743920000000003,5.713,4
2021-10-09 01:30:00,23.591520000000003,5.685,4
2021-10-09 02:00:00,23.561040000000002,5.624,4
2021-10-09 02:30:00,24.10968,5.501,4
2021-10-09 03:00:00,24.0792,5.32,4
2021-10-09 03:30:00,23.9268,5.127,4
2021-10-09 04:00:00,23.83536,4.919,4
2021-10-09 04:30:00,23.865840000000002,4.708,4
2021-10-09 05:00:00,23.865840000000002,4.474,4
2021-10-09 05:30:00,23.7744,4.268,4
2021-10-09 06:00:00,23.68296,4.041,4
2021-10-09 06:30:00,23.622,3.77,4
2021-10-09 07:00:00,23.622,3.513,4
2021-10-09 07:30:00,23.98776,3.302,4
2021-10-09 08:00:00,24.26208,3.07,4
2021-10-09 08:30:00,24.29256,2.857,4
2021-10-09 09:00:00,24.41448,2.643,4
2021-10-09 09:30:00,24.505920000000003,2.438,4
2021-10-09 10:00:00,24.56688,2.255,4
2021-10-09 10:30:00,24.505920000000003,2.067,4
2021-10-09 11:00:00,24.475440000000003,1.92,4
2021-10-09 11:30:00,24.41448,1.767,4
2021-10-09 12:00:00,24.353520000000003,1.628,4
2021-10-09 12:30:00,24.26208,1.491,4
2021-10-09 13:00:00,24.201120000000003,1.358,4
2021-10-09 13:30:00,24.10968,1.251,4
2021-10-09 14:00:00,24.048720000000003,1.135,4
2021-10-09 14:30:00,24.018240000000002,1.019,4
2021-10-09 15:00:00,23.9268,0.926,4
2021-10-09 15:30:00,23.622,0.841,4
2021-10-09 16:00:00,23.28672,0.811,4
2021-10-09 16:30:00,23.07336,0.875,4
2021-10-09 17:00:00,22.82952,0.895,4
2021-10-09 17:30:00,22.64664,1.205,4
2021-10-09 18:00:00,22.49424,1.289,4
2021-10-09 18:30:00,22.43328,1.476,4
2021-10-09 19:00:00,22.46376,1.722,4
2021-10-09 19:30:00,22.46376,2.064,4
2021-10-09 20:00:00,22.31136,2.391,4
2021-10-09 20:30:00,22.12848,2.7,4
2021-10-09 21:00:00,22.12848,2.967,4
2021-10-09 21:30:00,22.34184,3.285,4
2021-10-09 22:00:00,22.52472,3.53,4
2021-10-09 22:30:00,22.61616,3.77,4
2021-10-09 23:00:00,22.5552,3.971,4
2021-10-09 23:30:00,22.61616,4.058,4
2021-10-10 00:00:00,22.61616,4.215,4
2021-10-10 00:30:00,22.64664,4.332,4
2021-10-10 01:00:00,22.58568,4.409,4
2021-10-10 01:30:00,22.46376,4.462,4
2021-10-10 02:00:00,22.43328,4.438,4
2021-10-10 02:30:00,22.49424,4.391,4
2021-10-10 03:00:00,22.82952,4.364,4
2021-10-10 03:30:00,23.07336,4.276,4
2021-10-10 04:00:00,23.04288,4.152,4
2021-10-10 04:30:00,22.98192,3.968,4
2021-10-10 05:00:00,23.865840000000002,3.781,4
2021-10-10 05:30:00,26.09088,3.472,4
2021-10-10 06:00:00,26.02992,3.107,4
2021-10-10 06:30:00,25.908,2.771,4
2021-10-10 07:00:00,25.72512,2.503,4
2021-10-10 07:30:00,25.57272,2.299,4
2021-10-10 08:00:00,25.42032,2.14,4
2021-10-10 08:30:00,25.26792,2.015,4
2021-10-10 09:00:00,25.145999999999997,1.907,4
2021-10-10 09:30:00,25.024079999999998,1.797,4
2021-10-10 10:00:00,24.90216,1.69,4
2021-10-10 10:30:00,24.841199999999997,1.591,4
2021-10-10 11:00:00,24.749760000000002,1.495,4
2021-10-10 11:30:00,24.6888,1.398,4
2021-10-10 12:00:00,24.597360000000002,1.299,4
2021-10-10 12:30:00,24.5364,1.208,4
2021-10-10 13:00:00,24.505920000000003,1.109,4
2021-10-10 13:30:00,24.444960000000002,1.014,4
2021-10-10 14:00:00,24.41448,0.937,4
2021-10-10 14:30:00,24.353520000000003,0.856,4
2021-10-10 15:00:00,24.29256,0.793,4
2021-10-10 15:30:00,24.2316,0.746,4
2021-10-10 16:00:00,24.170640000000002,0.74,4
2021-10-10 16:30:00,24.14016,0.797,4
2021-10-10 17:00:00,24.048720000000003,0.931,4
2021-10-10 17:30:00,24.018240000000002,1.269,4
2021-10-10 18:00:00,23.896320000000003,1.449,4
2021-10-10 18:30:00,23.743920000000003,1.762,4
2021-10-10 19:00:00,23.53056,2.116,4
2021-10-10 19:30:00,23.37816,2.454,4
2021-10-10 20:00:00,23.22576,2.732,4
2021-10-10 20:30:00,22.98192,3.031,4
2021-10-10 21:00:00,22.76856,3.418,4
2021-10-10 21:30:00,22.67712,3.674,4
2021-10-10 22:00:00,22.4028,3.899,4
2021-10-10 22:30:00,22.21992,4.143,4
2021-10-10 23:00:00,22.06752,4.309,4
2021-10-10 23:30:00,21.915119999999998,4.441,4
2021-10-11 00:00:00,21.82368,4.535,4
2021-10-11 00:30:00,21.82368,4.637,4
2021-10-11 01:00:00,21.88464,4.727,4
2021-10-11 01:30:00,21.88464,4.779,4
2021-10-11 02:00:00,21.85416,4.794,4
2021-10-11 02:30:00,22.61616,4.795,4
2021-10-11 03:00:00,23.37816,4.798,4
2021-10-11 03:30:00,23.37816,4.763,4
2021-10-11 04:00:00,23.43912,4.66,4
2021-10-11 04:30:00,25.908,4.469,4
2021-10-11 05:00:00,25.87752,4.066,4
2021-10-11 05:30:00,25.7556,3.702,4
2021-10-11 06:00:00,25.54224,3.405,4
2021-10-11 06:30:00,25.35936,3.136,4
2021-10-11 07:00:00,25.20696,2.917,4
2021-10-11 07:30:00,25.08504,2.73,4
2021-10-11 08:00:00,24.96312,2.573,4
2021-10-11 08:30:00,24.871679999999998,2.445,4
2021-10-11 09:00:00,24.81072,2.338,4
2021-10-11 09:30:00,24.78024,2.226,4
2021-10-11 10:00:00,24.71928,2.128,4
2021-10-11 10:30:00,24.71928,2.022,4
2021-10-11 11:00:00,24.6888,1.924,4
2021-10-11 11:30:00,24.6888,1.811,4
2021-10-11 12:00:00,24.6888,1.709,4
2021-10-11 12:30:00,24.6888,1.612,4
2021-10-11 13:00:00,24.658320000000003,1.554,4
2021-10-11 13:30:00,24.658320000000003,1.51,4
2021-10-11 14:00:00,24.627840000000003,1.455,4
2021-10-11 14:30:00,24.597360000000002,1.383,4
2021-10-11 15:00:00,24.505920000000003,1.339,4
2021-10-11 15:30:00,24.475440000000003,1.325,4
2021-10-11 16:00:00,24.444960000000002,1.25,4
2021-10-11 16:30:00,24.505920000000003,1.354,4
2021-10-11 17:00:00,24.384,1.375,4
2021-10-11 17:30:00,24.323040000000002,1.578,4
2021-10-11 18:00:00,24.323040000000002,1.69,4
2021-10-11 18:30:00,24.26208,1.869,4
2021-10-11 19:00:00,24.201120000000003,1.922,4
2021-10-11 19:30:00,24.2316,1.956,4
2021-10-11 20:00:00,24.14016,2.06,4
2021-10-11 20:30:00,24.048720000000003,2.2,4
2021-10-11 21:00:00,23.95728,2.191,4
2021-10-11 21:30:00,23.7744,2.263,4
2021-10-11 22:00:00,23.68296,2.307,4
2021-10-11 22:30:00,23.591520000000003,2.406,4
2021-10-11 23:00:00,23.65248,2.426,4
2021-10-11 23:30:00,23.561040000000002,2.391,4
2021-10-12 00:00:00,23.43912,2.336,4
2021-10-12 00:30:00,23.28672,2.215,4
2021-10-12 01:00:00,23.13432,2.137,4
2021-10-12 01:30:00,23.256240000000002,2.003,4
2021-10-12 02:00:00,23.713440000000002,1.935,4
2021-10-12 02:30:00,23.743920000000003,1.811,4
2021-10-12 03:00:00,23.65248,1.577,4
2021-10-12 03:30:00,23.561040000000002,1.38,4
2021-10-12 04:00:00,23.53056,1.148,4
2021-10-12 04:30:00,23.591520000000003,0.977,4
2021-10-12 05:00:00,23.68296,0.802,4
2021-10-12 05:30:00,23.865840000000002,0.627,4
2021-10-12 06:00:00,23.83536,0.534,4
2021-10-12 06:30:00,23.591520000000003,0.404,4
2021-10-12 07:00:00,23.4696,0.304,4
2021-10-12 07:30:00,23.37816,0.226,4
2021-10-12 08:00:00,23.256240000000002,0.166,4
2021-10-12 08:30:00,22.98192,0.13,4
2021-10-12 09:00:00,22.82952,0.108,4
2021-10-12 09:30:00,22.61616,0.097,4
2021-10-12 10:00:00,22.52472,0.094,4
2021-10-12 10:30:00,22.49424,0.091,4
2021-10-12 11:00:00,22.49424,0.094,4
2021-10-12 11:30:00,22.34184,0.091,4
2021-10-12 12:00:00,22.2504,0.091,4
2021-10-12 12:30:00,22.2504,0.091,4
2021-10-12 13:00:00,22.18944,0.091,4
2021-10-12 13:30:00,22.098,0.106,4
2021-10-12 14:00:00,22.00656,0.097,4
2021-10-12 14:30:00,21.915119999999998,0.099,4
2021-10-12 15:00:00,21.88464,0.105,4
2021-10-12 15:30:00,21.73224,0.124,4
2021-10-12 16:00:00,21.7932,0.172,4
2021-10-12 16:30:00,21.97608,0.228,4
2021-10-12 17:00:00,21.915119999999998,0.283,4
2021-10-12 17:30:00,21.88464,0.48,4
2021-10-12 18:00:00,21.88464,0.522,4
2021-10-12 18:30:00,21.915119999999998,0.583,4
2021-10-12 19:00:00,21.85416,0.744,4
2021-10-12 19:30:00,21.915119999999998,0.939,4
2021-10-12 20:00:00,21.97608,1.131,4
2021-10-12 20:30:00,22.21992,1.309,4
2021-10-12 21:00:00,22.46376,1.49,4
2021-10-12 21:30:00,22.64664,1.592,4
2021-10-12 22:00:00,22.61616,1.543,4
2021-10-12 22:30:00,22.64664,1.471,4
2021-10-12 23:00:00,22.67712,1.378,4
2021-10-12 23:30:00,22.7076,1.29,4
2021-10-13 00:00:00,22.82952,1.205,4
2021-10-13 00:30:00,22.92096,1.118,4
2021-10-13 01:00:00,22.98192,1.051,4
2021-10-13 01:30:00,22.95144,1.004,4
2021-10-13 02:00:00,22.89048,0.968,4
2021-10-13 02:30:00,22.82952,0.922,4
2021-10-13 03:00:00,22.89048,0.872,4
2021-10-13 03:30:00,22.98192,0.807,4
2021-10-13 04:00:00,23.0124,0.736,4
2021-10-13 04:30:00,22.95144,0.663,4
2021-10-13 05:00:00,23.0124,0.579,4
2021-10-13 05:30:00,23.22576,0.505,4
2021-10-13 06:00:00,23.591520000000003,0.422,4
2021-10-13 06:30:00,24.444960000000002,0.331,4
2021-10-13 07:00:00,24.71928,0.232,4
2021-10-13 07:30:00,24.41448,0.143,4
2021-10-13 08:00:00,24.14016,0.089,4
2021-10-13 08:30:00,23.9268,0.058,4
2021-10-13 09:00:00,23.50008,0.039,4
2021-10-13 09:30:00,23.256240000000002,0.03,4
2021-10-13 10:00:00,23.256240000000002,0.03,4
2021-10-13 10:30:00,23.22576,0.034,4
2021-10-13 11:00:00,23.256240000000002,0.039,4
2021-10-13 11:30:00,23.28672,0.041,4
2021-10-13 12:00:00,23.256240000000002,0.046,4
2021-10-13 12:30:00,23.13432,0.046,4
2021-10-13 13:00:00,23.04288,0.045,4
2021-10-13 13:30:00,22.92096,0.046,4
2021-10-13 14:00:00,22.82952,0.049,4
2021-10-13 14:30:00,22.76856,0.053,4
2021-10-13 15:00:00,22.76856,0.059,4
2021-10-13 15:30:00,22.79904,0.081,4
2021-10-13 16:00:00,23.1648,0.118,4
2021-10-13 16:30:00,23.43912,0.184,4
2021-10-13 17:00:00,23.53056,0.256,4
2021-10-13 17:30:00,23.28672,0.345,4
2021-10-13 18:00:00,22.73808,0.437,4
2021-10-13 18:30:00,22.5552,0.52,4
2021-10-13 19:00:00,22.37232,0.6,4
2021-10-13 19:30:00,22.00656,0.709,4
2021-10-13 20:00:00,21.762719999999998,0.797,4
2021-10-13 20:30:00,21.4884,0.93,4
2021-10-13 21:00:00,21.27504,1.154,4
2021-10-13 21:30:00,21.06168,1.351,4
2021-10-13 22:00:00,23.53056,1.462,4
2021-10-13 22:30:00,24.170640000000002,1.624,4
2021-10-13 23:00:00,24.201120000000003,1.641,4
2021-10-13 23:30:00,24.018240000000002,1.681,4
2021-10-14 00:00:00,23.7744,1.686,4
2021-10-14 00:30:00,23.53056,1.68,4
2021-10-14 01:00:00,23.34768,1.685,4
2021-10-14 01:30:00,24.14016,1.699,4
2021-10-14 02:00:00,26.76144,1.709,4
2021-10-14 02:30:00,27.127200000000002,1.61,4
2021-10-14 03:00:00,26.79192,1.423,4
2021-10-14 03:30:00,26.5176,1.256,4
2021-10-14 04:00:00,26.18232,1.105,4
2021-10-14 04:30:00,25.84704,0.977,4
2021-10-14 05:00:00,25.4508,0.864,4
2021-10-14 05:30:00,25.05456,0.756,4
2021-10-14 06:00:00,24.749760000000002,0.65,4
2021-10-14 06:30:00,24.444960000000002,0.553,4
2021-10-14 07:00:00,24.353520000000003,0.452,4
2021-10-14 07:30:00,24.201120000000003,0.358,4
2021-10-14 08:00:00,24.0792,0.267,4
2021-10-14 08:30:00,23.7744,0.182,4
2021-10-14 09:00:00,23.43912,0.113,4
2021-10-14 09:30:00,23.22576,0.064,4
2021-10-14 10:00:00,23.22576,0.033,4
2021-10-14 10:30:00,23.28672,0.026,4
2021-10-14 11:00:00,23.13432,0.028,4
2021-10-14 11:30:00,22.89048,0.033,4
2021-10-14 12:00:00,22.92096,0.04,4
2021-10-14 12:30:00,22.98192,0.044,4
2021-10-14 13:00:00,23.0124,0.048,4
2021-10-14 13:30:00,22.98192,0.05,4
2021-10-14 14:00:00,22.92096,0.053,4
2021-10-14 14:30:00,22.7076,0.057,4
2021-10-14 15:00:00,22.49424,0.066,4
2021-10-14 15:30:00,22.4028,0.076,4
2021-10-14 16:00:00,22.34184,0.109,4
2021-10-14 16:30:00,22.4028,0.157,4
2021-10-14 17:00:00,22.67712,0.253,4
2021-10-14 17:30:00,22.95144,0.425,4
2021-10-14 18:00:00,23.28672,0.489,4
2021-10-14 18:30:00,23.3172,0.652,4
2021-10-14 19:00:00,23.28672,0.836,4
2021-10-14 19:30:00,23.22576,1.01,4
2021-10-14 20:00:00,23.68296,1.216,4
2021-10-14 20:30:00,24.018240000000002,1.47,4
2021-10-14 21:00:00,23.83536,1.647,4
2021-10-14 21:30:00,23.561040000000002,1.802,4
2021-10-14 22:00:00,23.34768,1.887,4
2021-10-14 22:30:00,24.0792,1.989,4
2021-10-14 23:00:00,24.10968,2.18,4
2021-10-14 23:30:00,23.865840000000002,2.385,4
2021-10-15 00:00:00,23.65248,2.581,4
2021-10-15 00:30:00,23.37816,2.708,4
2021-10-15 01:00:00,23.19528,2.776,4
2021-10-15 01:30:00,23.0124,2.787,4
2021-10-15 02:00:00,22.79904,2.759,4
2021-10-15 02:30:00,22.61616,2.693,4
2021-10-15 03:00:00,22.49424,2.599,4
2021-10-15 03:30:00,22.95144,2.49,4
2021-10-15 04:00:00,25.51176,2.359,4
2021-10-15 04:30:00,25.99944,2.111,4
2021-10-15 05:00:00,25.84704,1.853,4
2021-10-15 05:30:00,25.66416,1.601,4
2021-10-15 06:00:00,25.481279999999998,1.383,4
2021-10-15 06:30:00,25.26792,1.205,4
2021-10-15 07:00:00,25.08504,1.056,4
2021-10-15 07:30:00,24.93264,0.923,4
2021-10-15 08:00:00,24.749760000000002,0.804,4
2021-10-15 08:30:00,24.597360000000002,0.686,4
2021-10-15 09:00:00,24.41448,0.576,4
2021-10-15 09:30:00,24.323040000000002,0.468,4
2021-10-15 10:00:00,24.10968,0.369,4
2021-10-15 10:30:00,23.743920000000003,0.274,4
2021-10-15 11:00:00,23.53056,0.191,4
2021-10-15 11:30:00,23.22576,0.114,4
2021-10-15 12:00:00,22.98192,0.076,4
2021-10-15 12:30:00,22.89048,0.055,4
2021-10-15 13:00:00,22.86,0.049,4
2021-10-15 13:30:00,23.0124,0.049,4
2021-10-15 14:00:00,23.10384,0.055,4
2021-10-15 14:30:00,22.92096,0.054,4
2021-10-15 15:00:00,22.76856,0.078,4
2021-10-15 15:30:00,22.7076,0.084,4
2021-10-15 16:00:00,22.67712,0.111,4
2021-10-15 16:30:00,22.89048,0.156,4
2021-10-15 17:00:00,23.37816,0.287,4
2021-10-15 17:30:00,23.591520000000003,0.443,4
2021-10-15 18:00:00,23.561040000000002,0.523,4
2021-10-15 18:30:00,23.256240000000002,0.707,4
2021-10-15 19:00:00,23.65248,0.945,4
2021-10-15 19:30:00,24.2316,1.283,4
2021-10-15 20:00:00,24.353520000000003,1.596,4
2021-10-15 20:30:00,23.98776,1.89,4
2021-10-15 21:00:00,23.408640000000002,2.203,4
2021-10-15 21:30:00,23.0124,2.453,4
2021-10-15 22:00:00,22.86,2.658,4
2021-10-15 22:30:00,23.0124,2.849,4
2021-10-15 23:00:00,22.86,3.016,4
2021-10-15 23:30:00,22.67712,3.205,4
2021-10-16 00:00:00,22.67712,3.362,4
2021-10-16 00:30:00,22.73808,3.489,4
2021-10-16 01:00:00,22.61616,3.574,4
2021-10-16 01:30:00,22.46376,3.648,4
2021-10-16 02:00:00,22.34184,3.684,4
2021-10-16 02:30:00,22.31136,3.679,4
2021-10-16 03:00:00,23.04288,3.668,4
2021-10-16 03:30:00,23.408640000000002,3.583,4
2021-10-16 04:00:00,23.4696,3.441,4
2021-10-16 04:30:00,25.176479999999998,3.275,4
2021-10-16 05:00:00,25.26792,3.061,4
2021-10-16 05:30:00,25.08504,2.799,4
2021-10-16 06:00:00,24.96312,2.563,4
2021-10-16 06:30:00,24.78024,2.348,4
2021-10-16 07:00:00,24.597360000000002,2.161,4
2021-10-16 07:30:00,24.41448,1.992,4
2021-10-16 08:00:00,24.26208,1.869,4
2021-10-16 08:30:00,24.10968,1.751,4
2021-10-16 09:00:00,24.018240000000002,1.637,4
2021-10-16 09:30:00,23.9268,1.545,4
2021-10-16 10:00:00,23.865840000000002,1.448,4
2021-10-16 10:30:00,23.7744,1.346,4
2021-10-16 11:00:00,23.7744,1.255,4
2021-10-16 11:30:00,23.743920000000003,1.147,4
2021-10-16 12:00:00,23.743920000000003,1.039,4
2021-10-16 12:30:00,23.743920000000003,0.95,4
2021-10-16 13:00:00,23.713440000000002,0.84,4
2021-10-16 13:30:00,23.713440000000002,0.745,4
2021-10-16 14:00:00,23.68296,0.659,4
2021-10-16 14:30:00,23.68296,0.586,4
2021-10-16 15:00:00,23.713440000000002,0.533,4
2021-10-16 15:30:00,23.713440000000002,0.481,4
2021-10-16 16:00:00,23.713440000000002,0.461,4
2021-10-16 16:30:00,23.68296,0.494,4
2021-10-16 17:00:00,23.68296,0.736,4
2021-10-16 17:30:00,23.713440000000002,0.952,4
2021-10-16 18:00:00,23.68296,1.113,4
2021-10-16 18:30:00,23.68296,1.43,4
2021-10-16 19:00:00,23.68296,1.795,4
2021-10-16 19:30:00,23.68296,2.131,4
2021-10-16 20:00:00,23.622,2.442,4
2021-10-16 20:30:00,23.65248,2.78,4
2021-10-16 21:00:00,23.561040000000002,3.136,4
2021-10-16 21:30:00,23.4696,3.472,4
2021-10-16 22:00:00,23.34768,3.692,4
2021-10-16 22:30:00,23.19528,3.881,4
2021-10-16 23:00:00,23.04288,4.128,4
2021-10-16 23:30:00,22.86,4.343,4
2021-10-17 00:00:00,22.73808,4.489,4
2021-10-17 00:30:00,22.58568,4.58,4
2021-10-17 01:00:00,22.43328,4.618,4
2021-10-17 01:30:00,22.49424,4.643,4
2021-10-17 02:00:00,23.22576,4.63,4
2021-10-17 02:30:00,23.3172,4.586,4
2021-10-17 03:00:00,23.28672,4.501,4
2021-10-17 03:30:00,23.256240000000002,4.387,4
2021-10-17 04:00:00,23.22576,4.219,4
2021-10-17 04:30:00,23.22576,4.031,4
2021-10-17 05:00:00,23.13432,3.826,4
2021-10-17 05:30:00,23.13432,3.622,4
2021-10-17 06:00:00,23.95728,3.383,4
2021-10-17 06:30:00,24.170640000000002,3.138,4
2021-10-17 07:00:00,24.170640000000002,2.884,4
2021-10-17 07:30:00,24.0792,2.654,4
2021-10-17 08:00:00,23.98776,2.427,4
2021-10-17 08:30:00,23.896320000000003,2.237,4
2021-10-17 09:00:00,23.80488,2.061,4
2021-10-17 09:30:00,23.743920000000003,1.917,4
2021-10-17 10:00:00,23.713440000000002,1.766,4
2021-10-17 10:30:00,23.622,1.634,4
2021-10-17 11:00:00,23.591520000000003,1.518,4
2021-10-17 11:30:00,23.561040000000002,1.391,4
2021-10-17 12:00:00,23.53056,1.295,4
2021-10-17 12:30:00,23.53056,1.183,4
2021-10-17 13:00:00,23.53056,1.081,4
2021-10-17 13:30:00,23.53056,0.97,4
2021-10-17 14:00:00,23.53056,0.877,4
2021-10-17 14:30:00,23.561040000000002,0.782,4
2021-10-17 15:00:00,23.561040000000002,0.699,4
2021-10-17 15:30:00,23.591520000000003,0.612,4
2021-10-17 16:00:00,23.622,0.557,4
2021-10-17 16:30:00,23.591520000000003,0.557,4
2021-10-17 17:00:00,23.65248,0.746,4
2021-10-17 17:30:00,23.65248,0.917,4
2021-10-17 18:00:00,23.591520000000003,1.074,4
2021-10-17 18:30:00,23.591520000000003,1.355,4
2021-10-17 19:00:00,23.68296,1.641,4
2021-10-17 19:30:00,23.591520000000003,1.895,4
2021-10-17 20:00:00,23.561040000000002,2.122,4
2021-10-17 20:30:00,23.622,2.401,4
2021-10-17 21:00:00,23.561040000000002,2.654,4
2021-10-17 21:30:00,23.50008,2.877,4
2021-10-17 22:00:00,23.37816,3.082,4
2021-10-17 22:30:00,23.34768,3.211,4
2021-10-17 23:00:00,23.07336,3.302,4
2021-10-17 23:30:00,22.95144,3.38,4
2021-10-18 00:00:00,22.73808,3.448,4
2021-10-18 00:30:00,22.5552,3.446,4
2021-10-18 01:00:00,22.4028,3.433,4
2021-10-18 01:30:00,22.34184,3.357,4
2021-10-18 02:00:00,23.1648,3.27,4
2021-10-18 02:30:00,23.28672,3.232,4
2021-10-18 03:00:00,23.19528,3.112,4
2021-10-18 03:30:00,23.04288,2.932,4
2021-10-18 04:00:00,22.92096,2.802,4
2021-10-18 04:30:00,22.89048,2.624,4
2021-10-18 05:00:00,22.79904,2.477,4
2021-10-18 05:30:00,22.79904,2.325,4
2021-10-18 06:00:00,23.22576,2.187,4
2021-10-18 06:30:00,23.9268,2.062,4
2021-10-18 07:00:00,24.10968,1.797,4
2021-10-18 07:30:00,24.201120000000003,1.536,4
2021-10-18 08:00:00,24.26208,1.287,4
2021-10-18 08:30:00,24.2316,0.997,4
2021-10-18 09:00:00,24.323040000000002,0.767,4
2021-10-18 09:30:00,23.7744,0.518,4
