date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),water_temperature(deg_C),discharge_flag
2021-08-12 22:30:00,808.45,46.99514320000003,20.109,0
2021-08-12 23:00:00,808.3,46.73501560000011,19.917,0
2021-08-12 23:30:00,807.99,46.70135430000005,19.787,0
2021-08-13 00:00:00,808.24,47.227693000000045,19.777,0
2021-08-13 00:30:00,808.59,47.447171400000116,19.75,0
2021-08-13 01:00:00,808.56,47.63436749999994,19.539,0
2021-08-13 01:30:00,808.47,47.573938800000064,19.258,0
2021-08-13 02:00:00,808.56,47.66597820000004,18.907,0
2021-08-13 02:30:00,808.86,47.72328960000016,18.588,0
2021-08-13 03:00:00,809.14,47.78711320000002,18.214,0
2021-08-13 03:30:00,809.09,47.71467980000011,17.944,0
2021-08-13 04:00:00,809.27,47.753961199999935,17.472,0
2021-08-13 04:30:00,809.54,47.78841049999994,17.152,0
2021-08-13 05:00:00,809.55,47.750484599999936,16.756,0
2021-08-13 05:30:00,809.65,47.727100900000096,16.422,0
2021-08-13 06:00:00,809.62,47.64101740000001,16.133,0
2021-08-13 06:30:00,809.82,47.62688040000023,15.855,0
2021-08-13 07:00:00,809.82,47.5340877000001,15.57,0
2021-08-13 07:30:00,809.96,47.482384100000104,15.326,0
2021-08-13 08:00:00,810.04,47.40738969999995,15.107,0
2021-08-13 08:30:00,809.91,47.34978840000008,14.866,0
2021-08-13 09:00:00,809.82,47.278143,14.605,0
2021-08-13 09:30:00,809.76,47.29869930000007,14.382,0
2021-08-13 10:00:00,809.71,47.20893100000012,14.189,0
2021-08-13 10:30:00,809.74,47.20528090000005,14.011,0
2021-08-13 11:00:00,809.75,47.13268520000008,13.82,0
2021-08-13 11:30:00,809.72,47.047621400000025,13.618,0
2021-08-13 12:00:00,809.74,47.07985780000013,13.427,0
2021-08-13 12:30:00,809.73,47.00765610000008,13.273,0
2021-08-13 13:00:00,809.91,47.00614949999999,13.099,0
2021-08-13 13:30:00,809.95,46.88401720000002,12.912,0
2021-08-13 14:00:00,810.13,46.91718040000001,12.765,0
2021-08-13 14:30:00,810.21,46.861560300000065,12.663,0
2021-08-13 15:00:00,810.21,46.8707376000001,12.625,0
2021-08-13 15:30:00,810.11,46.80336800000009,12.684,0
2021-08-13 16:00:00,810.01,46.674816400000054,12.95,0
2021-08-13 16:30:00,809.92,46.58175730000005,13.234,0
2021-08-13 17:00:00,809.92,46.533831400000054,13.777,0
2021-08-13 17:30:00,809.97,46.46044770000003,14.505,0
2021-08-13 18:00:00,809.88,46.44386610000004,15.321,0
2021-08-13 18:30:00,809.82,46.397122200000126,16.153,0
2021-08-13 19:00:00,809.79,46.25291579999998,16.689,0
2021-08-13 19:30:00,809.92,46.24525630000005,16.753,0
2021-08-13 20:00:00,809.95,46.245685000000094,16.645,0
2021-08-13 20:30:00,810.58,46.2791605000001,16.513,0
2021-08-13 21:00:00,810.66,46.50089880000007,16.359,0
2021-08-13 21:30:00,811.0,46.722613600000045,16.433,0
2021-08-13 22:00:00,810.71,46.71099170000002,16.826,0
2021-08-13 22:30:00,810.49,46.77140920000011,17.415,0
2021-08-13 23:00:00,810.58,46.74924220000014,17.679,0
2021-08-13 23:30:00,810.89,46.78392320000012,17.695,0
2021-08-14 00:00:00,811.21,46.90814080000018,17.626,0
2021-08-14 00:30:00,811.19,47.112474800000086,17.397,0
2021-08-14 01:00:00,811.13,47.31657710000013,17.132,0
2021-08-14 01:30:00,811.1,47.29881350000005,17.023,0
2021-08-14 02:00:00,810.86,47.144468300000085,16.935,0
2021-08-14 02:30:00,811.13,47.25029660000007,16.846,0
2021-08-14 03:00:00,811.38,47.31675060000009,16.652,0
2021-08-14 03:30:00,811.64,47.342219600000135,16.421,0
2021-08-14 04:00:00,811.84,47.44840720000002,16.08,0
2021-08-14 04:30:00,812.08,47.45387620000008,15.782,0
2021-08-14 05:00:00,812.24,47.52618200000006,15.53,0
2021-08-14 05:30:00,812.23,47.597758,15.166,0
2021-08-14 06:00:00,812.15,47.576900600000045,14.897,0
2021-08-14 06:30:00,812.04,47.58926460000009,14.687,0
2021-08-14 07:00:00,812.17,47.583644500000105,14.443,0
2021-08-14 07:30:00,812.17,47.5194034000001,14.128,0
2021-08-14 08:00:00,812.29,47.61085179999998,13.927,0
2021-08-14 08:30:00,812.06,47.53278709999995,13.717,0
2021-08-14 09:00:00,812.02,47.520319000000086,13.504,0
2021-08-14 09:30:00,811.88,47.51491940000005,13.332,0
2021-08-14 10:00:00,811.73,47.461790900000096,13.15,0
2021-08-14 10:30:00,811.56,47.35399260000008,12.977,0
2021-08-14 11:00:00,811.48,47.39329750000002,12.911,0
2021-08-14 11:30:00,811.5,47.4092187,12.795,0
2021-08-14 12:00:00,811.41,47.30698230000007,12.624,0
2021-08-14 12:30:00,811.37,47.299612700000125,12.509,0
2021-08-14 13:00:00,811.72,47.25702820000015,12.372,0
2021-08-14 13:30:00,811.92,47.22249720000002,12.186,0
2021-08-14 14:00:00,811.99,47.14668010000014,12.08,0
2021-08-14 14:30:00,811.99,47.08855720000008,12.002,0
2021-08-14 15:00:00,811.92,47.07158160000006,11.956,0
2021-08-14 15:30:00,811.75,47.02088649999996,12.027,0
2021-08-14 16:00:00,811.63,46.88559100000009,12.248,0
2021-08-14 16:30:00,811.59,46.847630400000185,12.527,0
2021-08-14 17:00:00,811.63,46.76424670000006,13.178,0
2021-08-14 17:30:00,811.48,46.67033020000008,13.85,0
2021-08-14 18:00:00,811.36,46.52891650000015,14.712,0
2021-08-14 18:30:00,811.16,46.49920640000005,15.536,0
2021-08-14 19:00:00,811.05,46.4595657000001,16.538,0
2021-08-14 19:30:00,810.84,46.32094470000004,17.304,0
2021-08-14 20:00:00,810.7,46.40527870000017,18.419,0
2021-08-14 20:30:00,810.71,46.41935750000005,19.276,0
2021-08-14 21:00:00,810.63,46.42603200000008,19.771,0
2021-08-14 21:30:00,810.67,46.46297290000007,19.988,0
2021-08-14 22:00:00,810.37,46.36589319999996,20.213,0
2021-08-14 22:30:00,810.23,46.50529100000006,20.317,0
2021-08-14 23:00:00,810.06,46.375059299999975,20.455,0
2021-08-14 23:30:00,810.12,46.46055179999996,20.505,0
2021-08-15 00:00:00,810.49,46.47569620000013,20.365,0
2021-08-15 00:30:00,810.52,46.5536221000001,19.998,0
2021-08-15 01:00:00,810.56,46.55793260000007,19.74,0
2021-08-15 01:30:00,810.54,46.60421310000004,19.463,0
2021-08-15 02:00:00,810.65,46.6642478,19.213,0
2021-08-15 02:30:00,810.55,46.6733557,18.867,0
2021-08-15 03:00:00,811.16,46.704166100000066,18.557,0
2021-08-15 03:30:00,811.6,46.80868480000015,18.181,0
2021-08-15 04:00:00,811.17,46.74781619999999,17.96,0
2021-08-15 04:30:00,811.54,46.83331989999999,17.691,0
2021-08-15 05:00:00,811.69,46.85789680000005,17.342,0
2021-08-15 05:30:00,811.64,46.80483770000012,17.034,0
2021-08-15 06:00:00,811.55,46.84433960000001,16.798,0
2021-08-15 06:30:00,811.45,46.82081710000011,16.472,0
2021-08-15 07:00:00,811.27,46.84373740000001,16.195,0
2021-08-15 07:30:00,811.18,46.86896350000006,15.975,0
2021-08-15 08:00:00,811.04,46.79422430000011,15.696,0
2021-08-15 08:30:00,811.07,46.807909100000074,15.467,0
